"activity_name","destination_name","seo_title","content","description","presentation"
"Parachute Ascensionnel","Albufeira","Parachute Ascensionnel pour mon EVG à Albufeira","<ul> 	<li> 		Instructeur local</li> 	<li> 		Matériel complet fourni</li> 	<li> 		10min de vol par personne</li><li>12 personnes par bateau max</li><li>L'activité a lieu à la plage Oura</li><li>Disponible de 10h à 18h</li> </ul> ","<p></p><div>Vous avez le vertige et n'osez pas le saut en parachute ?! Nous avons une alternative pour votre enterrement de vie de garçon.&nbsp;<br></div><p></p>","<p>Vous avez le vertige et n'osez pas le saut en parachute ?! Nous avons une alternative pour votre enterrement de vie de garçon.&nbsp;<br></p><p>On vous propose une tour en parachute ascensionnel pour votre EVG à Albufeira.</p><p> 	La base nautique vous accueillera chaleureusement à votre arrivée et commencera à vous équiper.&nbsp;Une fois équipés, le parachute s'envolera, tracté par un bateau à moteur...&nbsp; C'est parti pour 10min de sensations, avec une vue imprénable sur Albufeira !</p><p></p> "
"Quad","Albufeira","Quad pour mon EVG à Albufeira","<ul>	<li>		2 personnes par quad</li>	<li>1h30 d'excursion en quad</li>	<li>		Équipement complet fourni</li><li>Permis de conduire obligatoire</li> </ul> ","<p>Rien de tel qu'un bon parcours en quad pour se défouler avant la soirée d'enterrement de vie de garçon à Albufeira !</p>","<p>Rien de tel qu'un bon parcours en quad pour se défouler avant la soirée d'enterrement de vie de garçon à Albufeira !&nbsp;C'est aussi l'occasion de découvrir les paysages portugais et de partir à l'aventure !</p><p>BON À SAVOIR :</p><p>Il est recommandé de venir en chaussures de sports et de porter des vêtements confortables! (on garde la veste et les chaussures pour le soir Messieurs!).</p> "
"Pêche en mer","Albufeira","Pêche en mer pour mon EVG à Albufeira","<p><ul><li><p style=""display: inline !important;"">Un bateau de pêche avec skipper</p></li><li>Durée: 3 heures</li><li>Le carburant</li><li>Les appâts, le matériel de pêche</li><li>Passeport nécessaire</li><li>5€ par personne à payer sur place pour le permis de pêche</li></ul></p><ul> </ul> ","<p></p><div><p>On vous propose un moment unique et convivial à partager entre amis, grâce à l'activité pêche en mer pour votre EVG à Albufeira.</p></div><p></p>","<p>On vous propose un moment unique et convivial à partager entre amis,&nbsp;grâce à l'activité pêche en mer pour votre EVG à Albufeira.<br></p><p>Le bateau est généralement privatisé pour le groupe,&nbsp;l'activité dure 3h, elle vous permet d'apprendre à pêcher les plus gros poissons à l'aide d'appâts fournis et des explications d'un pêcheur professionnel.</p> <p>Au moins une journée où vous n'attraperez pas que des thons !<br></p> "
"Strip Club","Albufeira","Strip Club pour mon EVG à Albufeira","<ul>	<li>		Entrée en strip club pour votre groupe</li><li>Ouvert de 23h à 04h</li><li>Une consommation est obligatoire pour chaque personne à l'intérieur du strip club</li> </ul> ","<p></p><div>Les statistiques ne mentent pas, dans 90% des enterrements de vie de garçon incluent un striptease... Votre EVG à Albufeira ne fait pas exception<br></div><p></p>","<p>Les statistiques ne mentent pas, dans 90% des enterrements de vie de garçon incluent un striptease... Votre EVG à Albufeira ne fait pas exception. Croyez-nous, vous en serez ravis !</p><p>Ce club a été sélectionné pour son standing et la qualité de ses danseuses. Après avoir goûté la gastronomie locale, découvrez les beautés locales (en version non cryptée) !</p><p>Vous pouvez ensuite rester sur place le temps que vous voulez et profiter au mieux du reste de la soirée, vous pouvez aussi finir votre nuit en <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-albufeira/entr%C3%A9e-en-bo%C3%AEte-activites"" rel=""noopener noreferrer"" target=""_blank"">club</a>. </p><p><br></p>"
"Dîner Bord de Mer","Albufeira","Dîner Bord de Mer pour mon EVG à Albufeira","<p></p><p><ul><li><p style=""display: inline !important;"">Table réservée pour le groupe pendant 2 heures</p></li><li>Dîner 3 plats (menu fixe)</li><li>1/2 bouteille de vin par personne</li><li>Restaurant ouvert de 11h à 23h</li></ul></p><p></p>","<p></p><div>Voici un excellent moyen de démarrer votre nuit d'enterrement de vie de garçon à Albufeira !<br></div><p></p>","<p>Voici un excellent moyen de démarrer votre nuit d'enterrement de vie de garçon à Albufeira !</p><p>Un week-end d'EVG à Albufeira, c'est aussi l'occasion de découvrir la culture portugaise. Pour cela, il n'y a rien de mieux que goûter la cuisine locale bord de la mer.</p><p>Le restaurant étant situé pas loin du centre-ville, vous pourrez rejoindre les<a href=""https://www.crazy-evg.com/destination/enterrement-de-vie-de-garcon-albufeira/prestation/Tourn%C3%A9e-des-bars-&amp;-club-evg"" rel=""noopener noreferrer"" target=""_blank""> </a><a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-albufeira/tourn%C3%A9e-des-bars-&amp;-club-activites"" rel=""noopener noreferrer"" target=""_blank"">meilleurs bars</a> et <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-albufeira/entr%C3%A9e-en-bo%C3%AEte-activites"" rel=""noopener noreferrer"" target=""_blank"">clubs</a> à pieds dès la fin du dîner.</p><p>Le prix est par personne et comprend un menu 3 plats (entrée et plat principal) avec une bouteille de vin (pour 2 personnes) ou 2 pintes de bière locale par personne.</p>"
"Sexy Wake Up","Albufeira","Sexy Wake Up pour mon EVG à Albufeira","<ul><li>Show striptease de 10 minutes environ</li><li>Directement à votre hébergement (appartement de préférence)</li><li>Stripteaseuse avec un costume de femme de ménage sexy</li></ul>","<p>Un show de 10 minutes directement dans la chambre du marié, avec une belle strip-teaseuse habillée en femme de ménage sexy.&nbsp;</p>","<p>Réveillez-vous avec notre&nbsp;Sexy Wake Up pendant votre enterrement de vie de garçon à Albufeira!</p><p>Dans les hôtels, on est toujours réveillés par les femmes de ménage venues nettoyer la chambre. Et il faut l'admettre, cela ne nous rend jamais très contents... Mais nous avons trouvé les femmes de ménage les plus sexy d'Albufeira pour réveiller votre cher marié !</p><p>Un show de 10 minutes directement dans la chambre du marié, avec une belle strip-teaseuse habillée en femme de ménage sexy. Quoi de mieux pour commencer la journée ?</p><p><br></p><p><u>BON À SAVOIR:</u></p><p>Activité disponible en appartement.</p>"
"Atelier Cocktails","Albufeira","Atelier Cocktails pour mon EVG à Albufeira","<p><ul><li><p style=""display: inline !important;"">Atelier cocktail</p></li><li>La création de 2 cocktails par personne avec l'aide et les explications d’un barman</li><li>La dégustation de vos cocktails</li><li>1 verre de prosecco</li><li>Durée: 1-2h</li><li>Disponible de 12h à 19h</li><li>Min 4 participants</li></ul></p><ul> </ul> ","<p></p><div>&nbsp;Devenez de vrais pros du cocktail en participant à un atelier cocktail privatisé pour votre EVG à Albufeira !<br></div><p></p>","<p>Vous en avez assez des Vodka redbull et des Whisky Coca, vous rêvez de découvrir des recettes plus originales ? Devenez de vrais pros du cocktail en participant à un atelier cocktail privatisé pour votre EVG à Albufeira !</p> <p>	Vous apprendrez à faire virevolter vos shakers afin de donner une saveur particulière à chacun de vos cocktails. Un barman professionnel sera bien entendu là pour vous enseigner cet art et vous dire quels ingrédients peuvent se marier ensemble.</p> <p>	A la fin de votre atelier, vous pourrez déguster les 2 cocktails que vous aurez chacun concoctés</p> "
"Rodizio","Albufeira","Rodizio pour mon EVG à Albufeira!","<ul><li>Table réservée pour le groupe</li><li>Restaurant de viandes brésiliennes</li><li>Rodizio (viande) à volonté</li><li>1/2 bouteille de vin par personne ou 1 pichet de sangria pour 2 personnes</li><li>Disponible de 19h à 23h</li></ul>","<p>Offrez-vous une soirée gourmande dans un authentique restaurant de viandes brésiliennes lors de votre EVG à Albufeira !&nbsp;</p>","<p>Offrez-vous une soirée gourmande dans un authentique restaurant de viandes brésiliennes lors de votre EVG à Albufeira !&nbsp;</p><p>Votre groupe bénéficiera d'une table réservée pour savourer un délicieux Rodizio à volonté, où des viandes grillées sont servies directement à table.</p><p>Accompagnez ce festin avec 1/2 bouteille de vin par personne ou partagez un pichet de sangria pour 2 personnes.&nbsp;</p><p>L’ambiance chaleureuse et conviviale est idéale pour profiter de cette expérience culinaire unique, disponible de 19h à 23h.</p><p>Préparez-vous à un véritable voyage gastronomique au cœur du Brésil !</p>"
"Appartement à Vilamoura","Albufeira","Appartement à Vilamoura pour mon EVG à Albufeira","<p></p><p><ul><li><p style=""display: inline !important;"">Plusieurs appartements pour le groupe</p></li><li>Appartements pour 4-6 personnes</li><li>Dans le centre de Albufeira</li><li>Lits doubles et canapés-lits</li><li>Check in début d'après-midi</li><li>Check out fin matinée</li><li>Un dépôt de garantie peut être demandé au check in</li></ul></p><p></p>","<p></p><div>Pour votre week-end d'EVG à Albufeira, on vous propose un hébergement dans un superbe complexe à Vilamoura!&nbsp;<br></div><p></p>","<p>Pour votre week-end d'EVG à Albufeira, on vous propose un hébergement dans un superbe complexe à Vilamoura!&nbsp;</p><p>Nous mettons à votre disposition des appartements indépendants pouvant pour 3/4 personnes.&nbsp;</p><p>Les appartements sont très bien équipés, ils disposent d'un coin salon avec un canapé et une télévision. Les appartements comprennent également une cuisine bien équipée avec un four micro-ondes, un plateau / bouilloire et un réfrigérateur.</p>"
"Bowling & Lasergame","Amsterdam","Bowling & Lasergame pour mon EVG à Amsterdam","<ul> 	<li> 		1 partie de Laser Game (15mn)</li> 	<li> 		Équipement complet</li> 	<li> 		1 partie de bowling à 10 rounds (1h)</li> 	<li> 		Location des chaussures de bowling</li> 	<li> 		2 boissons incluses par personne (bière, vin ou soft)</li> 	<li> 		1 plateau de snacks locaux</li> </ul> ","Un jeu auquel Barney Stinson est accro ne peut pas foncièrement être mauvais; le lasergame bien-sûr ! Et en prime, bowling et apéro entres copains, que demander de plus pour votre EVG à Amsterdam ?!","<p> 	Vous commencerez par une partie de 15 minutes de laser game sur un terrain privatisé pour votre groupe. Équipement complet fourni sur place.<br> 	Un début d'activité parfait pour shooter le marié sans l'abîmer !<br> 	En assurant sa survie, vous pouvez ensuite passer à une activité plus détente entre amis, en vous laissant aller à une bonne petite partie de bowling, au cours de laquelle vous seront servies 2 boissons au choix (bière, vin ou soft), et un appétissant petit plateau de snacks locaux !</p><p>Par contre, si vous souhaitez faire mal au futur marié, c'est possible aussi avec un <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/paintball-activites"">Paintball</a> !</p><p><u>BON A SAVOIR</u> :</p><p>Les activités se font en centre-ville d'Amsterdam.&nbsp;</p> "
"Car Smash","Amsterdam","Car Smash  pour mon EVG à Amsterdam","<ul> 	<li> 		Une ou plusieurs voitures intactes fournies dans une casse à proximité d'Amsterdam</li> 	<li> 		Le nombre de voitures dépend de la taille de votre groupe (1 par tranche de 10 personnes)</li> 	<li>Outils de démolition fournis : Masses, marteaux, barres de fer, clubs de golf etc...</li> 	<li>1 Instructeur local</li><li>Gants et lunettes de protection</li> 	<li>Possibilité d'ajouter un transfert A/R en minibus privatisé (en supplément)</li> </ul> ","Tels des warriors, attrapez vos masses, barres de fer et autres outils, et tentez de venir à bout d'une voiture à la simple force de vos bras !","<p>Le Car Smash est l'activité la plus barrée qu'il vous sera donnée de faire pour un EVG à Amsterdam.</p><p>Vos rêves deviennent réalité puisque durant le Car Smash vous serez en mesure littéralement massacrer une voiture dans une casse et la rendre à l'état d'épave grâce à toutes sortes ""d'armes""&nbsp; : masses, marteaux, battes de baseball etc...</p><p>On sent les yeux des gros bourrins s'illuminer :)&nbsp;</p><p>Vous disposerez d'une voiture pour 9 personnes lors du Car Smash, ce qui est amplement suffisant on vous assure. Car ne croyez pas que le Car Smash est aussi simple que dans Les Visiteurs avec la scène de la voiture de la Poste (c'est même très physique).</p><p>On vous conseillera de ne pas effectuer le Car Smash tôt le matin après avoir fait une&nbsp;<a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/crazy-night-activites"">Crazy Night</a>&nbsp;la veille parce que vous allez vomir partout et ne rien faire.<br></p><p><b><u>BON A SAVOIR</u> :</b></p><p>De plus il est important de ne pas se mettre en danger ou les autres participants durant cette activité qui peut être potentiellement dangereuse si l'on ne respecte pas les consignes de l'instructeur.</p><p>Activité non disponible le dimanche<span style=""font-weight: 400;""><br></span></p> "
"Coffeeshop Tour","Amsterdam","Coffeeshop Tour pour mon EVG à Amsterdam","<ul><li>Visite de certains coffee shops de la ville</li><li>Guide professionnelle</li><li>Entrée au musée du cannabis</li><li>Quiz</li><li>Durée: 2 heures</li><li>Min 8 personnes</li></ul>","<p>Votre guide vous emmènera visiter des coffee shops dans le centre-ville. Ensuite, vous aurez l'opportunité de visiter le musée du cannabis pour en apprendre davantage sur ce sujet.</p>","<p>Amsterdam est connu pour son quartier rouge et ses coffee shops. Découvrez le <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-amsterdam/soir%C3%A9e-red-light-district-activites"">quartier rouge lors d'une tournée des bars</a> en soirée et explorez les coffee shops avec notre tour spécial !</p><p>Votre guide vous emmènera visiter des coffee shops dans le centre-ville. Ensuite, vous aurez l'opportunité de visiter le musée du cannabis pour en apprendre davantage sur ce sujet.</p><p>Mais ce n'est pas tout ! À la fin de l'activité, un petit quiz vous attend pour découvrir qui est devenu l'expert des coffee shops !</p><p><br></p><p><u>BON À SAVOIR:</u></p><p>Il faut un min de 8 participants pour effectuer cette activité.</p>"
